Node,Centrality,Degree,Neighbor_Centrality
57,0.005989543677985889,14.231023683695428,4.105527638190956
89,0.005888025988528501,14.212308907202276,4.105527638190956
64,0.005735749454342419,14.716241791024617,4.105527638190956
72,0.005583472920156337,13.320443301543587,4.105527638190956
62,0.005583472920156337,12.742378223689085,4.105527638190956
107,0.005583472920156337,13.049545426934202,4.105527638190956
147,0.005075884472869397,13.638117993264071,4.105527638190956
54,0.0045682960255824575,13.472085771559303,4.105527638190956
132,0.00446677833612507,12.988482124175729,4.105527638190956
37,0.0042129841124816,12.979122711104806,4.105527638190956
189,0.004060707578295518,13.049922719204101,4.105527638190956
8,0.004009948733566824,15.105249694588993,4.105527638190956
148,0.003806913354652048,13.742117021348388,4.105527638190956
184,0.0036038779757372724,12.929577959112029,4.105527638190956
179,0.0031978072179077205,14.208004130641662,4.105527638190956
77,0.0030962895284503324,12.663425597829383,4.105527638190956
190,0.0029440129942642505,13.405820695054693,4.105527638190956
96,0.0028932541495355563,13.567554889613316,4.105527638190956
76,0.0026902187706207806,12.396640141467715,4.105527638190956
146,0.0026902187706207806,12.655515284049102,4.105527638190956
109,0.0025379422364346987,13.439006216210736,4.105527638190956
102,0.002487183391706005,14.48346933403526,4.105527638190956
198,0.002081112633876453,12.958167803943006,4.105527638190956
175,0.002081112633876453,12.8470420691005,4.105527638190956
176,0.001979594944419065,13.599189395319947,4.105527638190956
68,0.001928836099690371,12.920160501076525,4.105527638190956
158,0.001827318410232983,13.439403081782643,4.105527638190956
98,0.001827318410232983,12.211706859429938,4.105527638190956
25,0.001776559565504289,13.49078704922347,4.105527638190956
17,0.001776559565504289,12.97562381463407,4.105527638190956
99,0.0016242830313182072,13.634561051828744,4.105527638190956
180,0.0012689711182173494,12.757038626899108,4.105527638190956
153,0.0011674534287599615,15.617453310925269,4.105527638190956
52,0.0009644180498451855,13.293357901202057,4.105527638190956
157,0.0009644180498451855,14.441294942663722,4.105527638190956
114,0.0009136592051164915,13.366764533176742,4.105527638190956
170,0.0009136592051164915,13.83164193006255,4.105527638190956
113,0.0008629003603877975,13.564136986116438,4.105527638190956
182,0.0008629003603877975,13.940173864917208,4.105527638190956
152,0.0007613826709304097,14.254152577263913,4.105527638190956
30,0.0007613826709304097,13.516202644420584,4.105527638190956
165,0.0006598649814730217,13.305032363442459,4.105527638190956
69,0.0006091061367443277,12.973322264293563,4.105527638190956
16,0.0005583472920156337,13.737130553924436,4.105527638190956
31,0.0005075884472869397,12.983323546682303,4.105527638190956
40,0.0004060707578295518,13.577755279729471,4.105527638190956
199,0.0003553119131008578,14.321706791935785,4.105527638190956
15,0.0003553119131008578,12.424235797544554,4.105527638190956
4,0.00025379422364346985,13.45745371589014,4.105527638190956
71,0.0002030353789147759,13.472092520973804,4.105527638190956
88,0.00015227653418608191,11.669077557521877,4.105527638190956
145,0.00015227653418608191,13.32166967015611,4.105527638190956
133,0.00010151768945738795,12.696802127415433,4.105527638190956
45,0.00010151768945738795,13.251270577277415,4.105527638190956
117,0.00010151768945738795,13.575393659600023,4.105527638190956
83,5.0758844728693974e-05,13.022759025654516,4.105527638190956
193,5.0758844728693974e-05,12.57787069471723,4.105527638190956
110,5.0758844728693974e-05,13.693927551784878,4.105527638190956
70,5.0758844728693974e-05,12.73025357550231,4.105527638190956
13,5.0758844728693974e-05,12.994356139604873,4.105527638190956
106,5.0758844728693974e-05,13.109049614945897,4.105527638190956
97,0.0,12.747808802586366,4.105527638190956
84,0.0,12.19011345765754,4.105527638190956
80,0.0,13.591636800507539,4.105527638190956
51,0.0,13.59157133118702,4.105527638190956
11,0.0,13.79112451994789,4.105527638190956
187,0.0,13.967696627317567,4.105527638190956
12,0.0,15.171979805751844,4.105527638190956
125,0.0,13.51431415824676,4.105527638190956
127,0.0,13.668946618880812,4.105527638190956
59,0.0,14.006883052895153,4.105527638190956
178,0.0,12.187379944789782,4.105527638190956
150,0.0,13.872600751884764,4.105527638190956
156,0.0,12.632779881345277,4.105527638190956
161,0.0,12.824847294497188,4.105527638190956
58,0.0,12.630176632177147,4.105527638190956
